offer_id,url,rooms,price_month,deposit,latitude,longitude,area_total,floor,floors_total,ceiling_height,building_year,area_living,area_kitchen
3632360141642546320,https://realty.yandex.ru/offer/3632360141642546320/,0.0,47000,0.0,55.656628,37.26975,20.0,10.0,25.0,,,,
3652111257864700624,https://realty.yandex.ru/offer/3652111257864700624/,0.0,140000,0.0,55.801537,37.636715,54.0,4.0,7.0,4.8,2012.0,,
3672148912587689619,https://realty.yandex.ru/offer/3672148912587689619/,1.0,71000,0.0,55.628002,37.641712,33.0,15.0,33.0,2.6,2025.0,,
3740329436358889823,https://realty.yandex.ru/offer/3740329436358889823/,2.0,81500,0.0,55.577564,37.48269,44.0,20.0,25.0,,2020.0,,
3767992378538540275,https://realty.yandex.ru/offer/3767992378538540275/,1.0,84500,0.0,55.6457,37.38175,34.0,12.0,24.0,,2026.0,,
3794949153822507492,https://realty.yandex.ru/offer/3794949153822507492/,2.0,63000,0.0,55.814117,37.358177,40.0,26.0,44.0,2.8,2014.0,,
3797300308102868997,https://realty.yandex.ru/offer/3797300308102868997/,1.0,70000,66500.0,55.63916,37.324608,40.0,3.0,9.0,,2023.0,,
3809991690638962508,https://realty.yandex.ru/offer/3809991690638962508/,2.0,67500,0.0,55.712498,37.8613,45.0,5.0,5.0,,1963.0,,
3824795406268158902,https://realty.yandex.ru/offer/3824795406268158902/,2.0,93500,0.0,55.569164,37.4734,71.0,13.0,17.0,2.9,2011.0,,
3826078007954187461,https://realty.yandex.ru/offer/3826078007954187461/,3.0,137000,0.0,55.692352,37.60839,64.0,4.0,5.0,,1956.0,,
3856212393731030842,https://realty.yandex.ru/offer/3856212393731030842/,3.0,120000,0.0,55.65934,37.473007,75.0,12.0,17.0,2.64,1999.0,,
3907848614865796776,https://realty.yandex.ru/offer/3907848614865796776/,1.0,59000,0.0,55.682796,37.915264,39.0,6.0,14.0,2.64,2006.0,,
3938094450649418716,https://realty.yandex.ru/offer/3938094450649418716/,2.0,48000,0.0,55.501877,37.522045,34.0,9.0,14.0,2.7,2021.0,,
3950645311447047314,https://realty.yandex.ru/offer/3950645311447047314/,0.0,54000,0.0,55.551826,37.503864,25.0,2.0,15.0,,2022.0,,
3962125065314447692,https://realty.yandex.ru/offer/3962125065314447692/,0.0,41500,0.0,55.657894,37.262703,23.0,12.0,20.0,2.75,2019.0,,
3962145437429224730,https://realty.yandex.ru/offer/3962145437429224730/,4.0,40000,,55.516525,37.568256,68.7,6.0,9.0,2.5,1987.0,50.5,7.1
3997409679996929024,https://realty.yandex.ru/offer/3997409679996929024/,2.0,120000,120000.0,55.82767,37.48756,60.0,40.0,40.0,3.1,2012.0,40.0,18.0
4018913422182523450,https://realty.yandex.ru/offer/4018913422182523450/,2.0,85500,0.0,55.632427,37.517166,51.0,9.0,17.0,2.7,1991.0,,
4019814563489115811,https://realty.yandex.ru/offer/4019814563489115811/,2.0,218000,0.0,55.73192,37.542206,46.2,16.0,41.0,,2024.0,,
4025287355710865832,https://realty.yandex.ru/offer/4025287355710865832/,4.0,86500,0.0,55.711807,37.92792,93.0,16.0,16.0,2.8,2022.0,,
4027772455308784709,https://realty.yandex.ru/offer/4027772455308784709/,1.0,67500,0.0,55.850697,37.60045,36.0,32.0,33.0,2.68,2026.0,,
